,Control_0,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Control_7,Control_8,Control_9,Control_10,Control_11,Control_12,Control_13,Control_14,Control_15,Control_16,Control_17,Control_18,Control_19,Control_20,Control_21,Control_22,Control_23,Control_24,Control_25,Control_26,Control_27,Control_28,Control_29,Control_30,Control_31,Control_32,Control_33,Control_34,Control_35,Control_36,Control_37,Control_38,Control_39,Control_40,Control_41,Control_42,Control_43,Control_44,Control_45,Control_46,Control_47,Control_48,Control_49,AD_0,AD_1,AD_2,AD_3,AD_4,AD_5,AD_6,AD_7,AD_8,AD_9,AD_10,AD_11,AD_12,AD_13,AD_14,AD_15,AD_16,AD_17,AD_18,AD_19,AD_20,AD_21,AD_22,AD_23,AD_24,AD_25,AD_26,AD_27,AD_28,AD_29,AD_30,AD_31,AD_32,AD_33,AD_34,AD_35,AD_36,AD_37,AD_38,AD_39,AD_40,AD_41,AD_42,AD_43,AD_44,AD_45,AD_46,AD_47,AD_48,AD_49
ROCK2,685.9733743,684.5745682,691.4007327,686.0206713,689.101898,685.1893868,686.4518011,682.2620323,688.3856787,683.8784473,689.4973839,690.7417635,686.0033555,685.7407652,689.3675378,687.157091,698.1588966,688.3187425,682.0080772,681.9899381,691.2363209,687.4766089,685.202663,693.6775929,685.1115295,693.9056093,688.8432593,684.4833789,687.2816927,687.2186193,687.1036498,682.1221846,686.73059,681.8518223,680.5488055,684.6494721,687.6571319,687.8752583,682.6323367,686.1933637,686.2142045,684.5760061,683.7279242,683.4958691,687.9968669,682.3433427,690.8965965,689.1531782,688.3260431,683.8971646,688.6937577,687.1750502,683.8344255,689.5682137,688.2639615,685.1310808,681.0492331,690.9970149,689.6324927,681.7680223,688.1394299,686.6145428,686.534665,688.6643387,683.4556119,681.8583366,688.2802669,679.2357968,687.0269118,694.1480232,688.7506999,688.3999574,686.1876226,687.77439,686.955026,684.9683193,683.2128921,688.5291072,682.551165,683.5042999,691.3903905,682.893136,693.2310367,688.5095458,689.0451426,683.4561229,690.2426479,690.952776,681.6018313,680.1419058,692.0039106,686.3769756,686.66225,686.1745259,685.8918551,683.9512551,687.2615204,689.0669921,685.6260725,688.1775452
ROGDI,823.5083231,824.2053464,824.0661187,824.5099353,825.2169462,821.1855492,820.985552,822.6002092,828.3451732,827.0827328,822.510165,825.8847768,817.1407176,825.3948878,822.4309069,821.8582026,820.3312494,821.5593137,817.9331681,826.6082386,822.1308192,822.2914095,818.6264801,826.8588799,827.2492039,827.0654623,824.0755255,821.0424541,828.2287864,818.6553715,822.5006372,822.1636274,821.0267634,826.2896159,822.3853452,816.0650652,825.0498983,822.7780887,815.7401977,818.0163204,821.5004429,823.6442899,823.6690833,814.5939728,818.9071209,826.3891184,822.7845594,826.1144868,820.282788,819.2723324,828.4550945,822.8496514,824.2915695,819.9337066,824.2354116,818.785215,820.7250907,827.6603238,827.2142168,822.5029914,820.2014806,823.1730659,820.7643147,823.8079297,824.2691169,824.9301627,826.0555961,823.5901785,824.199646,828.7817992,828.4704707,823.9545548,822.5361438,823.1829815,821.4152542,816.8715218,821.5975227,821.2079948,825.2766266,819.2278209,818.7117111,818.0819098,829.5479185,819.5278778,820.3009659,820.6833152,815.4601692,821.6023471,818.1056546,818.7437505,828.9372544,824.006627,822.2589724,819.6546447,822.0253638,825.7419825,827.4287262,820.5218375,821.2877344,820.9858675
ROM1,421.8804077,424.6513694,422.1390044,423.8794178,422.299319,424.0665788,424.9914842,426.348012,423.7202368,425.9226546,421.5695026,425.3773287,421.8973056,424.3279586,425.0089258,421.1754841,420.6312743,422.7397308,426.4312605,426.2835251,423.3294754,426.8895835,425.4427499,422.085697,426.8226807,423.3605978,422.4821202,427.8860483,424.7970318,424.6147811,425.4020954,428.1131272,422.2268155,426.1573586,428.3429918,422.8770332,422.545824,423.0608379,423.0586846,423.6039569,425.8052969,426.3790855,426.6277184,422.7589958,424.9788691,424.5259086,421.5886428,421.1969507,425.2528855,425.0797081,423.3464582,421.634466,425.6948473,422.7674278,424.0564002,423.7791561,426.3708363,423.261645,425.7073296,428.2999159,420.2555261,422.6921647,424.6117219,425.5008924,426.7163955,425.7043834,422.6820455,426.0104187,421.712869,423.4742678,426.7751181,423.9477889,424.7977464,424.0472967,422.4573928,426.4883716,426.1461806,423.9278009,425.4743643,424.6303064,424.4127296,423.9537028,424.0381971,424.3006343,424.1884661,423.3184653,422.5133942,422.5871851,425.8742415,425.4868114,422.9843636,422.6527807,423.0969593,422.9030415,423.6103298,428.2397567,423.1750122,422.0049186,423.9953568,424.6375543
ROMO1,2930.738193,2934.875221,2915.111127,2936.443649,2926.148714,2941.76922,2932.308672,2941.142903,2937.021033,2953.414101,2926.88392,2933.150247,2914.198307,2936.296861,2922.770441,2914.335309,2910.453842,2922.395371,2936.828203,2948.924047,2926.213975,2945.256774,2929.627508,2918.650351,2950.095144,2926.966482,2923.994531,2941.179369,2943.882062,2928.382193,2929.885637,2943.088867,2924.495182,2944.998947,2947.140016,2913.966854,2922.93297,2921.007817,2919.628884,2938.316955,2923.69521,2947.984781,2943.144154,2924.350528,2939.324202,2947.627976,2910.793746,2922.889056,2929.302656,2940.319675,2929.234834,2921.669944,2944.447459,2923.678808,2925.795571,2936.383749,2946.563159,2919.518978,2933.726389,2953.880782,2915.84217,2920.810702,2933.807318,2938.51948,2953.651702,2943.617942,2926.458698,2943.686776,2919.727282,2933.349824,2950.460306,2934.213045,2933.864354,2939.915406,2929.272686,2947.00264,2943.069488,2937.664524,2943.456718,2928.822575,2923.652255,2944.021411,2931.962074,2921.09243,2934.08425,2931.356226,2911.394418,2930.333496,2938.074474,2934.083518,2930.360048,2932.624086,2931.856412,2922.029015,2938.279319,2951.064983,2930.934087,2926.780491,2938.231054,2912.485328
ROPN1,20.4117291,20.15976997,20.33965797,20.3585898,20.20843377,20.06321643,20.207272,20.06969327,20.43015391,20.20443916,20.29576527,20.20317706,20.39955472,20.33327893,20.06452999,20.67989009,20.03673878,20.25774637,20.21318253,20.28283399,20.13942165,20.07997319,20.1639416,20.36096941,20.18623104,20.08419684,20.28353808,19.76993404,20.09693952,20.18885387,20.20435593,20.1179258,20.45300417,20.30716575,20.10285558,20.33189958,20.41848171,20.37565923,20.42558149,20.14031246,20.12220804,20.21502451,20.15748654,20.44061743,19.95460306,20.53103123,20.3378147,20.49208957,20.14786281,20.11017558,20.42761684,20.4535079,20.36560529,20.07198381,19.83767679,20.20836668,20.3957804,20.40083853,20.17599767,20.10219422,20.49567228,20.32199667,20.12937758,20.07430377,20.14169749,20.28450393,20.5319919,20.43558505,20.4788004,19.94727084,20.02426361,20.1358745,20.04133457,20.04734012,20.59735681,19.91264523,20.42912641,20.14277332,20.27766965,20.21094133,20.21274243,20.02752338,20.14659194,20.07311002,19.93239525,20.65570507,20.05114084,19.96635958,20.24396433,20.34052576,20.14079537,20.14477234,20.44658575,20.39309804,20.55018458,20.14200817,20.50205471,20.41004876,20.54032791,20.23130152
ROPN1B,26.84853694,26.56145289,26.73691902,26.84075627,26.66405012,26.76921825,26.76341617,26.6591848,27.01432118,26.89495335,26.78108789,26.58816667,26.90094798,26.62180609,26.56502438,26.87947006,26.54796776,26.96262955,26.83868731,26.76496769,26.92022328,26.72478229,26.8202903,26.7018647,26.82393648,26.77713392,26.78867817,26.72890329,27.00508672,26.63596749,26.67025216,26.70992687,26.78002155,26.8188763,26.70774962,27.01139086,26.67800698,26.83973752,26.72877108,27.07849208,26.99810853,26.75763162,27.04051711,27.01543269,26.7755474,27.03270079,26.57492935,26.59871859,26.68328619,26.98500609,26.63016441,26.88346679,27.17414168,26.67013995,26.71022203,26.70857084,26.99337237,26.8446898,26.56171633,26.81768386,26.92739469,26.74403569,26.77430685,26.81604151,27.16673444,26.92973845,26.9025001,26.95802761,26.82121878,26.9540124,26.59662278,26.71087497,26.83930175,27.06642376,26.88738714,26.94497482,26.95375057,26.68847395,26.79942364,26.87018731,26.70282217,26.92374628,26.60450611,26.77529646,26.71028896,27.11416827,26.73243945,26.67138883,26.93825618,26.88315984,26.71356742,26.84700876,26.83699764,26.81011219,27.02116343,26.99709077,26.65651472,26.89999996,26.82470176,26.55939035
ROPN1L,65.97378791,65.81870665,65.04153956,65.64367289,65.89335012,66.016305,65.70079685,65.42968274,65.66424931,66.04512423,66.26948522,65.45531865,65.7719858,65.57205445,64.94671871,65.51065791,65.90767589,65.41465262,65.24192534,65.61494231,65.52975063,65.8769066,65.28495721,65.20655641,65.57977569,65.36784672,65.91704563,65.21154002,65.86649388,65.45815351,65.2303039,65.0503028,65.93346441,65.1400235,65.16904939,65.52301283,65.12932139,65.32299451,65.51223709,66.56621093,64.49645033,65.9948186,65.19144783,65.84524474,66.1890167,65.76350827,65.10723853,65.75618567,65.10005639,66.03686536,65.32305911,65.8295142,65.53273583,65.72938144,65.38826894,66.12415793,65.55660031,65.11973849,65.22274682,65.48866919,65.72272804,65.17213615,66.00011399,65.77945082,65.87426889,65.66522288,65.43356303,65.09485903,65.47451612,66.13943382,65.77519517,65.48603149,65.4072538,66.05589282,65.39933692,66.39386173,65.14590849,66.33838649,65.5695601,65.57186623,65.61632913,66.49783493,65.19787998,64.8468386,66.1053612,65.55164632,65.32840024,66.41804354,65.3593541,65.30195535,65.71478779,66.01398102,65.66322187,65.11637546,65.87229864,65.16158921,65.54064603,66.18244409,65.65696011,64.6331457
ROR1,20.25592974,19.7983517,20.15855807,20.21412729,19.79524918,20.12452564,20.06008854,19.79069401,20.68274832,20.61181724,20.63610972,20.39330968,20.2634831,20.19350629,20.0291755,20.2621426,20.38505993,20.67069599,20.22998972,20.04251155,20.64474003,20.47049352,20.31934947,20.53200853,20.21763693,20.75791691,20.31917438,20.1808629,20.71297322,19.78938688,19.77415299,20.16796044,19.99834229,19.65014497,20.35342757,19.99305005,19.9499095,20.34829045,19.38617228,20.63407113,20.35254921,20.34097364,20.29711653,20.14307153,20.84195847,20.79347938,20.00400804,19.97443903,20.1157094,20.34347193,19.91668307,20.37056361,20.79836809,20.41273188,20.07884446,19.97223485,20.45824456,20.27335051,19.97197341,20.13879702,19.9409738,19.93021971,20.20727839,20.54985192,20.98553422,20.50912366,20.52827881,20.1127836,19.98197921,21.15988492,20.27399861,20.2668138,20.39055436,20.63149951,19.78251896,20.8753238,20.15208077,20.27600499,20.06170417,20.17183841,20.38209702,20.05260214,20.41299937,20.18978012,20.42157323,20.1728886,20.31979026,20.32015995,20.61336033,19.31151793,20.37876979,20.18242425,20.20648156,20.02019129,20.58885689,20.40683545,19.9735403,20.95214396,20.20277994,19.61984932
ROR2,43.25573995,42.87939537,42.43033973,43.16524053,42.71527845,42.80778192,42.24722724,42.82782632,43.21292345,43.01364973,42.74273921,42.32125901,42.56877402,42.7646197,42.43387513,42.53068167,41.77007951,43.00763443,42.27941999,42.78847013,42.98484035,41.70268084,42.44603334,42.75928071,42.4677841,42.84234741,42.74190743,42.68528891,43.68960595,41.68711581,42.18091938,42.29175817,42.30787373,42.86511002,42.67370054,42.52437768,42.71872631,42.62720942,41.54157571,43.06127905,43.03289328,42.07050337,42.81242329,42.25005056,42.60465194,43.47605753,42.19685597,42.44202873,41.7108682,42.56434379,42.3868933,42.58848659,43.34301172,42.47314558,43.38906733,41.82645389,42.41162965,42.8945776,42.14279092,41.97219246,42.14342672,42.73983854,42.53534425,42.37761998,43.35072213,43.08916685,43.13363437,42.96149647,42.43777033,43.71175128,42.62038122,42.41621126,43.21793504,42.99468156,41.89235126,42.27281398,42.07287653,42.24081308,42.65067342,42.77092069,41.57360296,42.21295548,43.00342737,42.55414279,42.50410327,42.33502747,42.31916714,42.62197623,42.73595792,42.18068689,43.03891916,43.34964711,42.11383631,42.292631,42.26067653,42.59407949,42.49826049,42.46447826,41.96036202,42.28769001
RORA,67.36050118,67.35083997,67.06187379,67.53727516,66.99531105,67.40279768,66.98091235,67.37919922,66.84022664,66.86667887,67.0091687,67.41316047,66.69461617,67.57615751,67.42178958,66.88041067,67.15194756,66.82379154,67.17115654,67.11255763,67.16305923,66.83833488,67.11882577,67.37266704,66.84438477,66.99401258,66.66993017,66.98935084,66.7167557,67.31019179,67.20929073,67.1145118,67.00946354,67.26844955,67.28630888,66.3651197,67.43431131,66.84494918,66.81165449,66.89971795,66.77950076,66.86120172,66.65828299,66.88946289,67.25925196,67.26429791,67.18817526,67.25953455,67.17059759,66.60532909,67.13988157,66.52416079,66.86010166,67.20420902,66.85927633,67.05101246,67.01557321,66.77167784,67.17803224,66.84807382,66.56393866,67.06490309,66.97443015,66.72327964,66.67350677,66.69430161,67.19641736,67.13333841,66.56852768,66.52476534,67.47513933,67.17072045,67.17499558,66.45127653,67.3388563,66.62620603,67.19370055,67.26195632,66.89304182,66.84940662,67.09603873,66.45450447,67.72530998,67.27588211,67.07760661,66.71693464,67.18078311,67.06614169,67.19539562,66.89189227,66.98897836,66.94961823,67.02588686,67.2647962,66.95160628,66.68019492,67.25065494,66.89332532,67.52708417,67.36470877
RORB,1691.636853,1668.785257,1714.847358,1685.144982,1674.847247,1687.793518,1689.908887,1667.219169,1690.747502,1685.720017,1715.840726,1709.7751,1702.101771,1704.597264,1697.776478,1719.292555,1737.237582,1706.086278,1706.310592,1678.394065,1698.00055,1714.17482,1702.394876,1722.139946,1683.498591,1709.936593,1691.450517,1669.328707,1661.524907,1710.830313,1686.401659,1695.580727,1703.573398,1664.372122,1694.144739,1678.622782,1706.175041,1706.652284,1705.303461,1677.306789,1679.296216,1703.28482,1674.605228,1707.978066,1711.430122,1701.410821,1725.124263,1715.245934,1724.067485,1682.378744,1703.414848,1709.26689,1683.638666,1716.935478,1654.025743,1712.71283,1708.964079,1685.748599,1695.570642,1694.502175,1713.472878,1695.049575,1683.882112,1697.910405,1678.175886,1683.47119,1704.315609,1688.091396,1702.861412,1669.800464,1684.134845,1711.801068,1680.334283,1678.260863,1721.928516,1702.491037,1714.042279,1703.372515,1685.704642,1681.638335,1729.440649,1685.277232,1701.770917,1703.930828,1696.310771,1707.015793,1718.237854,1690.535608,1711.899655,1665.498805,1685.70229,1668.253136,1722.823156,1719.187274,1727.14591,1678.83122,1704.204956,1737.572159,1733.139833,1688.355727
RORC,17.3829809,17.25415149,17.03165169,17.40218117,17.09163842,17.27740094,17.08983224,17.34432403,17.22541676,17.23120824,17.05186691,16.98601908,17.15282771,17.2670286,17.0664924,17.19109852,16.63109588,17.16251183,17.26785123,17.32302417,17.12753221,16.86533877,17.18125797,17.03823532,17.12971162,16.92908703,17.0326534,17.13330087,17.24577797,17.0398674,17.11513051,17.19589205,17.14453027,17.45034348,17.30611666,17.17504905,17.2557968,17.11801075,17.13433673,17.24811437,17.25169219,17.04114195,17.26231054,17.26980448,17.05039112,17.51374178,16.98727886,17.10111511,16.97138395,17.1615056,17.09142896,17.07695586,17.40537377,17.01348333,17.13804282,17.05719851,17.33045057,17.08028628,16.96986333,17.1320167,17.06954814,17.22007362,17.10496488,16.94877377,17.31551025,17.29872435,17.28586253,17.52507653,17.0941395,16.94714516,17.07943807,17.06784056,17.27341154,17.09524705,17.24348511,16.9862681,17.29419373,17.02776964,17.25506119,17.25147243,16.83393223,17.09074706,17.10668334,17.14938383,16.98876179,17.31201989,17.01031939,16.95360404,17.35632983,17.36925453,17.01951277,17.26976628,17.12470834,17.23309065,17.18940757,17.19173221,17.1774543,17.02275279,17.24064922,17.12900143
ROS1,29.78917572,30.10534704,29.55911392,29.85455096,29.90163104,30.05795237,30.15779458,30.16000294,29.79312104,30.19156765,29.84892462,29.93682328,29.90558487,29.90905727,29.79989363,29.71130251,29.6586153,29.67349546,30.15572061,30.19728469,29.69658578,30.36674187,30.01341164,29.45231649,30.21940835,29.59107023,29.89793901,30.18759523,29.9089016,30.1046799,30.04821345,30.22977894,29.98998128,30.06371071,30.2245981,30.00728978,29.63243989,29.76723889,30.18775384,30.17165117,29.71917683,30.37167376,30.07777881,30.07858928,30.11417502,29.90084252,29.57964131,29.74029418,29.97782702,30.26461309,29.80691008,29.84471741,29.97240704,29.81862862,29.79045516,30.25083078,30.22486438,29.65082582,29.99066639,30.44639039,29.78447324,29.71450268,30.16774915,30.11363147,30.15615894,30.11620355,29.64309822,30.02511604,29.79399709,29.74363863,30.14070173,29.86201757,29.85128778,30.02583692,29.86408471,30.45498447,30.09618264,30.17911843,30.13816042,30.06982977,30.04547679,30.40782646,29.56014431,29.6986039,30.07943017,30.00918553,29.7158782,30.01244216,30.04228403,30.28437411,29.72509067,29.88800397,29.94956008,29.75515539,30.02107552,30.20619857,29.86335095,29.87863747,30.0230694,29.7838231
RP1,8.347368615,8.300020487,8.31136504,8.419524077,8.211557894,8.265576815,8.324808897,8.273254641,8.196475623,8.053287427,8.271673116,8.415736126,8.350142116,8.355506551,8.410446753,8.369133954,8.403962564,8.244585735,8.34216107,8.141655,8.388416993,8.200284785,8.370359997,8.40341583,8.082000517,8.20341277,8.184818337,8.165766606,8.056157864,8.415147884,8.37103311,8.230219693,8.346448532,8.20643535,8.243824444,8.281149525,8.3456749,8.272471064,8.300014979,8.348265853,8.251540956,8.156537174,8.09512923,8.405766755,8.352190076,8.25194064,8.334957769,8.287005836,8.322905275,8.142891899,8.217751746,8.136671703,8.236882351,8.310405382,8.101848277,8.240914435,8.262412648,8.273747721,8.268888319,8.091733338,8.178601837,8.244972166,8.303197923,8.155528344,8.092449106,8.065857752,8.371527113,8.199537876,8.109402715,8.08987688,8.272033028,8.188397767,8.253247815,8.03080516,8.413080222,8.173626244,8.319077597,8.359209096,8.082344555,8.274197774,8.483037776,7.971393777,8.391309058,8.377511,8.265989889,8.281884647,8.44862186,8.260951407,8.331343073,8.270137836,8.15843232,8.15265414,8.260242182,8.372243222,8.297549104,8.08124732,8.282492046,8.319733814,8.458951565,8.511309751
RP1L1,15.39258627,15.28711202,15.55418863,15.37646305,15.29562216,15.34373606,15.45887397,15.43107605,15.61640192,15.57646687,15.43317794,15.34306787,15.65956883,15.36613155,15.45137623,15.6259228,15.23504004,15.75004627,15.68629503,15.50548439,15.52980957,15.49841984,15.64558634,15.44613915,15.55023463,15.55743631,15.52628559,15.64254558,15.63069994,15.36097494,15.41142948,15.67824616,15.40828675,15.49764679,15.68361673,15.77482483,15.44954794,15.66629128,15.53196139,15.46720101,15.92693716,15.49868854,15.79855345,15.62211565,15.4472705,15.65058812,15.48301513,15.3079993,15.54291128,15.64145875,15.40571469,15.66969489,15.78665709,15.46359448,15.56173699,15.37750182,15.71572608,15.60670624,15.37820268,15.64006076,15.59419835,15.57609959,15.42966406,15.57214447,15.79965961,15.76157125,15.56123812,15.75529531,15.64385971,15.57527704,15.23326291,15.49053617,15.59567055,15.66786906,15.39964009,15.6439912,15.64023914,15.23501474,15.59618373,15.65780163,15.42650711,15.54524324,15.28760503,15.6277532,15.38891791,15.71263922,15.5648262,15.25177316,15.77520809,15.55907623,15.40223422,15.46328359,15.52225093,15.58619236,15.59958012,15.77908178,15.37171441,15.5838657,15.39090343,15.47281227
RP2,24.88512241,25.21940875,25.20818619,25.03807618,25.17005398,24.93408201,25.41707274,25.36474565,25.2600541,25.23791673,24.87674813,25.18418172,25.37019068,24.98383928,25.32887512,25.21854808,24.81763927,25.25501139,25.4355598,25.34673946,25.14825661,25.38951268,25.41544509,24.96989919,25.46972849,25.12330363,25.29071647,25.63467928,25.34710564,25.24185422,25.46134729,25.59675974,25.1520806,25.44130145,25.47802194,25.74499354,25.05227746,25.35220616,25.46122352,25.15976576,25.79835311,25.34217322,25.67915174,25.28772901,24.98926705,25.02466366,25.09597593,24.88412501,25.30928049,25.44695255,25.18343677,25.25976999,25.44279305,24.97973146,25.43895889,25.06895899,25.37241112,25.52183585,25.3870466,25.57078423,25.19099479,25.26461226,25.31991674,25.39762235,25.44869284,25.4696678,25.12222885,25.42759272,25.34518329,25.27977269,25.13085498,25.05939609,25.26688732,25.35341443,25.02866944,25.36152039,25.35879076,24.97160066,25.37949284,25.49910798,25.27471814,25.25727781,24.91495894,25.31714598,25.09686533,25.40711978,25.16474206,24.95233541,25.2949137,25.69750461,25.11865805,25.13069649,25.09611332,25.15245289,25.10489447,25.74745856,25.09875646,24.94157704,24.93022687,25.57043276
